id,url_place,title,category,address,phoneNumber,completePhoneNumber,domain,url,coor,stars,reviews,source_query
ChIJzSbubYLPWpERsgh2oG7IAF0,https://www.google.com/maps/place/?q=place_id:ChIJzSbubYLPWpERsgh2oG7IAF0,"""Chicken a las brasas"" Polleria",Restaurante,"Industrial 1023, Tacna 23001",982 942 629,+51 982 942 629,,,"-17.9983297,-70.2486225",3.7,,"Pollería en el distrito de Cairani, Candarave , Tacna, Perú"
ChIJt-wAXnnPWpERu5yAhtpXVGU,https://www.google.com/maps/place/?q=place_id:ChIJt-wAXnnPWpERu5yAhtpXVGU,Polleria Tradicion,Restaurante,"XQW2+8QG, San Carlos, Tacna 23001",(052) 241237,+51 52 241237,tradicion.pe,https://www.tradicion.pe/,"-18.004199399999997,-70.2480356",4.1,,"Pollería en el distrito de Cairani, Candarave , Tacna, Perú"
ChIJJ3tge3zPWpERmc2-ADTUnsM,https://www.google.com/maps/place/?q=place_id:ChIJJ3tge3zPWpERmc2-ADTUnsM,Polleria el Pollon,Restaurante,Tacna 23001,(052) 245788,+51 52 245788,,,"-18.0071068,-70.24604029999999",4,,"Pollería en el distrito de Cairani, Candarave , Tacna, Perú"
ChIJYRdbuufJWpER3ZYQQotWrRo,https://www.google.com/maps/place/?q=place_id:ChIJYRdbuufJWpER3ZYQQotWrRo,Rey Chicken Polleria,Restaurante,"Av. la Cultura Mza. S2, Tacna 23004",957 986 506,+51 957 986 506,,,"-18.046039,-70.2553958",3.9,,"Pollería en el distrito de Cairani, Candarave , Tacna, Perú"
ChIJb8-lF33PWpER7nu3r59bIgE,https://www.google.com/maps/place/?q=place_id:ChIJb8-lF33PWpER7nu3r59bIgE,Rolys Polleria,Restaurante,"Frente a la parroquia Espiritu Santo, Av. San Martin 1199, Tacna 23001",(052) 425333,+51 52 425333,,,"-18.0083943,-70.24308119999999",4.1,,"Pollería en el distrito de Cairani, Candarave , Tacna, Perú"
ChIJJ2Y-LLPIWpERcwVWkzxGS2s,https://www.google.com/maps/place/?q=place_id:ChIJJ2Y-LLPIWpERcwVWkzxGS2s,Pollería Pio Pa,Restaurante,"Asoc. Viv. San Francisco Mz 96 Lte 21, Coronel Gregorio Albarracin Lanchipa, 23000",944 343 122,+51 944 343 122,facebook.com,https://www.facebook.com/PioPaPolleriaRest/,"-18.045419499999998,-70.2561324",3.7,,"Pollería en el distrito de Cairani, Candarave , Tacna, Perú"
ChIJcXaITGbFWpERPl6ctUEDYLQ,https://www.google.com/maps/place/?q=place_id:ChIJcXaITGbFWpERPl6ctUEDYLQ,Rey Dorado Ciudad Nueva,Restaurante especializado en pollo,"v internacional comite 21 mz 82 Lt 07, Tacna 23004",994 360 676,+51 994 360 676,reydoradoperu.com,http://www.reydoradoperu.com/,"-17.9812273,-70.234299",4,,"Pollería en el distrito de Cairani, Candarave , Tacna, Perú"
ChIJR9NZOF3PWpERkQXwNOPHPnw,https://www.google.com/maps/place/?q=place_id:ChIJR9NZOF3PWpERkQXwNOPHPnw,Distribuidora de Pollos Adonai - Tacna,Proveedor mayorista de alimentos,"Mercado Grau II Etapa, Tacna 23000",952 970 571,+51 952 970 571,facebook.com,https://www.facebook.com/Distribuidoradepollosadonaitacna/,"-18.0024545,-70.2606191",,,"Pollería en el distrito de Cairani, Candarave , Tacna, Perú"
ChIJW1VFZ37PWpERsf-jVGgdXP4,https://www.google.com/maps/place/?q=place_id:ChIJW1VFZ37PWpERsf-jVGgdXP4,Polleria Super Pollo,Restaurante,"Gustavo Pinto 440, Tacna 23001",,,,,"-18.002983099999998,-70.2434567",3.6,,"Pollería en el distrito de Cairani, Candarave , Tacna, Perú"
ChIJx4U7fG9NW5EROe4eoAp5gZc,https://www.google.com/maps/place/?q=place_id:ChIJx4U7fG9NW5EROe4eoAp5gZc,Pollería el SABROZÓN,Pollería,"Unnamed Road, 23850",916 474 363,+51 916 474 363,,,"-17.244996099999998,-70.3881624",3,,"Pollería en el distrito de Cairani, Candarave , Tacna, Perú"
ChIJrQtW6ANPW5ERAX0c2PG9w68,https://www.google.com/maps/place/?q=place_id:ChIJrQtW6ANPW5ERAX0c2PG9w68,Pollería y restaurante jhoncito,,"PPHX+F4Q, Plaza miguel grau, Candarave 23420",991 595 735,+51 991 595 735,,,"-17.271293,-70.2521526",,,"Pollería en el distrito de Cairani, Candarave , Tacna, Perú"
ChIJE_C3IQBNW5ERJH8_tucIpnc,https://www.google.com/maps/place/?q=place_id:ChIJE_C3IQBNW5ERJH8_tucIpnc,Municipalidad Distrital de Cairani,Oficina de gobierno local,"PJ7P+RHR, El Poblado de Cairani 23440",,,,,"-17.2853836,-70.3635947",,,"Pollería en el distrito de Cairani, Candarave , Tacna, Perú"
ChIJ6xJXxrTPWpERKl6WCZzlY3M,https://www.google.com/maps/place/?q=place_id:ChIJ6xJXxrTPWpERKl6WCZzlY3M,Rolys Polleria - Cono sur,Restaurante,"Av. la Cultura, Tacna 23004",999 990 636,+51 999 990 636,,,"-18.043768999999998,-70.2563572",1,,"Pollería en el distrito de Cairani, Candarave , Tacna, Perú"
ChIJ7x3H5EzPWpERPRluDLvSVPA,https://www.google.com/maps/place/?q=place_id:ChIJ7x3H5EzPWpERPRluDLvSVPA,Rey Dorado Cultura,Restaurante,"Av. la Cultura, Tacna 23004",(052) 600159,+51 52 600159,reydoradoperu.com,http://www.reydoradoperu.com/,"-18.043329699999997,-70.2563273",4,,"Pollería en el distrito de Cairani, Candarave , Tacna, Perú"
ChIJxxgVZCfPWpERud9n95brrGI,https://www.google.com/maps/place/?q=place_id:ChIJxxgVZCfPWpERud9n95brrGI,Polleria SUPER POLLO,Restaurante,"XQ74+M22, C. 1, Tacna 23003",973 544 603,+51 973 544 603,,,"-18.0358519,-70.244981",3.2,,"Pollería en el distrito de Cairani, Candarave , Tacna, Perú"
ChIJgU4NHQDFWpER4GYDt3p2NKQ,https://www.google.com/maps/place/?q=place_id:ChIJgU4NHQDFWpER4GYDt3p2NKQ,Pollería la fortaleza,Restaurante,"XQJ9+6RC, Tarapaca, Tacna 23003",,,,,"-18.0194398,-70.2304844",,,"Pollería en el distrito de Cairani, Candarave , Tacna, Perú"
ChIJnzSGzYDFWpERoOrRdyiGOBE,https://www.google.com/maps/place/?q=place_id:ChIJnzSGzYDFWpERoOrRdyiGOBE,Cevichería D'david,Restaurante,"Av. Augusto B Leguia 1777, Tacna 23001",952 680 737,+51 952 680 737,,,"-18.0036441,-70.2384316",4.1,,"Cevichería en el distrito de Cairani, Candarave , Tacna, Perú"
