id,url_place,title,category,address,phoneNumber,completePhoneNumber,domain,url,coor,stars,reviews,source_query
ChIJcTe4GQCDDZERbxzP8xFTSZo,https://www.google.com/maps/place/?q=place_id:ChIJcTe4GQCDDZERbxzP8xFTSZo,El gaucho pollos y parrillas,Tienda de aves de corral,"Jr. Los Laureles 264, caja 05121",,,,,"-12.930020299999999,-74.2524322",,,"Pollería en el distrito de Chincho, Angaraes, Huancavelica, Perú"
ChIJG2NHRm4LDpERSk2igWmA0Lc,https://www.google.com/maps/place/?q=place_id:ChIJG2NHRm4LDpERSk2igWmA0Lc,POLLERIA LA VILLA,Restaurante de comida tradicional americana,"Jirón Manco Capac 220, Huancavelica 09001",978 108 552,+51 978 108 552,facebook.com,https://www.facebook.com/LaVillaHuancavelica/,"-12.7858121,-74.9731351",4.1,,"Pollería en el distrito de Chincho, Angaraes, Huancavelica, Perú"
ChIJU2wLMSALDpERgqoN7YisMy4,https://www.google.com/maps/place/?q=place_id:ChIJU2wLMSALDpERgqoN7YisMy4,Polleria CHANIN,Restaurante,"629J+5HG, Av. 28 de Abril, Huancavelica 09001",975 794 069,+51 975 794 069,,,"-12.7820574,-74.9685571",3.6,,"Pollería en el distrito de Chincho, Angaraes, Huancavelica, Perú"
ChIJcV_pGwALDpER4kUBXUXkwJA,https://www.google.com/maps/place/?q=place_id:ChIJcV_pGwALDpER4kUBXUXkwJA,Pollería Huancayo II,Restaurante,"627G+385, Jr. Virrey Toledo 295, Huancavelica 09001",,,,,"-12.7874973,-74.9741513",3,,"Pollería en el distrito de Chincho, Angaraes, Huancavelica, Perú"
ChIJN8PoWg9-EpER7JZR2aTaeGg,https://www.google.com/maps/place/?q=place_id:ChIJN8PoWg9-EpER7JZR2aTaeGg,Polleria El Viajero,Restaurante,Ayacucho 05001,,,,,"-13.134751,-74.230295",5,,"Pollería en el distrito de Chincho, Angaraes, Huancavelica, Perú"
ChIJlTqvWQ9-EpEReAJm9xAN6cI,https://www.google.com/maps/place/?q=place_id:ChIJlTqvWQ9-EpEReAJm9xAN6cI,Polleria El Pechugón,Restaurante,Ayacucho 05001,,,,,"-13.134699,-74.2298924",,,"Pollería en el distrito de Chincho, Angaraes, Huancavelica, Perú"
ChIJXTlYWg9-EpERBNeHx15uU_Y,https://www.google.com/maps/place/?q=place_id:ChIJXTlYWg9-EpERBNeHx15uU_Y,Sr. Pollo,Restaurante,Ayacucho 05001,,,,,"-13.134742099999999,-74.230214",,,"Pollería en el distrito de Chincho, Angaraes, Huancavelica, Perú"
ChIJfSTE893IBZER61ITdumvDpc,https://www.google.com/maps/place/?q=place_id:ChIJfSTE893IBZER61ITdumvDpc,Pollos A La Brasa Don Lucho,Restaurante especializado en pollo,"Jr. Restauración 398, Breña 15083",902 658 245,+51 902 658 245,,,"-12.0635237,-77.0494757",4.3,,"Pollería en el distrito de Chincho, Angaraes, Huancavelica, Perú"
ChIJL7Q_zouJDZER5yvS7nzON4Q,https://www.google.com/maps/place/?q=place_id:ChIJL7Q_zouJDZER5yvS7nzON4Q,"Pollería ""El Carbón""",Restaurante de brunch,Secclla 09440,,,,,"-13.051034399999999,-74.4840794",,,"Pollería en el distrito de Chincho, Angaraes, Huancavelica, Perú"
ChIJP4vvGkeCDZERJnYBEtsZjmw,https://www.google.com/maps/place/?q=place_id:ChIJP4vvGkeCDZERJnYBEtsZjmw,Polleria El Marques,Restaurante especializado en pollo,"3Q62+96M, Av Mariscal Castilla, Huanta 05121",(066) 322287,+51 66 322287,,,"-12.9390418,-74.24945389999999",3.8,,"Pollería en el distrito de Chincho, Angaraes, Huancavelica, Perú"
ChIJ1yhUTEeCDZERlzwHqLeW-28,https://www.google.com/maps/place/?q=place_id:ChIJ1yhUTEeCDZERlzwHqLeW-28,Polleria La Casona,Restaurante especializado en pollo,"Jiron Gral Córdova 162, Huanta 05121",(066) 322295,+51 66 322295,,,"-12.9401418,-74.247475",3.9,,"Pollería en el distrito de Chincho, Angaraes, Huancavelica, Perú"
ChIJK-7RydnFBZERRvIeqcAZIkA,https://www.google.com/maps/place/?q=place_id:ChIJK-7RydnFBZERRvIeqcAZIkA,Don Choch0 Pollería Rodante,Restaurante de comida rápida,"Av. Los Tusilagos 289 Oeste, cruce con Jr, Los Arabiscos, San Juan de Lurigancho 15401",902 802 144,+51 902 802 144,,,"-12.013070599999999,-77.0061436",4.5,,"Pollería en el distrito de Chincho, Angaraes, Huancavelica, Perú"
ChIJzaM6nE-CDZERNG0TXd4fxwY,https://www.google.com/maps/place/?q=place_id:ChIJzaM6nE-CDZERNG0TXd4fxwY,Pollería El Sabor,Restaurante,Huanta 05121,,,,,"-12.9328527,-74.254196",5,,"Pollería en el distrito de Chincho, Angaraes, Huancavelica, Perú"
ChIJQVF150eCDZERKSOHSXEZm2A,https://www.google.com/maps/place/?q=place_id:ChIJQVF150eCDZERKSOHSXEZm2A,Pollería Don Ciro,Pollería,"Jr. Túpac Amaru 110, Huanta 05121",945 238 452,+51 945 238 452,,,"-12.939912699999999,-74.2525781",3.9,,"Pollería en el distrito de Chincho, Angaraes, Huancavelica, Perú"
ChIJjbENUUeCDZERZU9u686V188,https://www.google.com/maps/place/?q=place_id:ChIJjbENUUeCDZERZU9u686V188,Pollería Caramba,Restaurante,"Av. San Martín, Huanta 05121",999 695 588,+51 999 695 588,,,"-12.9405626,-74.2477512",4.1,,"Pollería en el distrito de Chincho, Angaraes, Huancavelica, Perú"
ChIJweu5aUeCDZEReXz8SnmOwZ8,https://www.google.com/maps/place/?q=place_id:ChIJweu5aUeCDZEReXz8SnmOwZ8,La Granja del Abuelo,Tienda de aves de corral,"3Q52+WC9, Av Gervacio Santillana, Huanta 05121",997 867 876,+51 997 867 876,,,"-12.9402184,-74.2488788",3.7,,"Pollería en el distrito de Chincho, Angaraes, Huancavelica, Perú"
ChIJe81nZE-CDZERmSemMiou14I,https://www.google.com/maps/place/?q=place_id:ChIJe81nZE-CDZERmSemMiou14I,Chifa - Polleria Paila,Restaurante,Huanta 05121,,,,,"-12.933948599999999,-74.25359399999999",,,"Pollería en el distrito de Chincho, Angaraes, Huancavelica, Perú"
ChIJLdR72wd-EpER7d1MQqLKSjA,https://www.google.com/maps/place/?q=place_id:ChIJLdR72wd-EpER7d1MQqLKSjA,Polleria Maycol,Restaurante,"VQ6C+789, Perez de Cuellar, Ayacucho 05001",901 508 896,+51 901 508 896,,,"-13.1393405,-74.22913849999999",5,,"Pollería en el distrito de Chincho, Angaraes, Huancavelica, Perú"
ChIJT3APCMuDDZER6EyDL8rsjhQ,https://www.google.com/maps/place/?q=place_id:ChIJT3APCMuDDZER6EyDL8rsjhQ,Polleria Chifa El Pechugon,Restaurante,"3P9V+FX8, Huanta 05121",,,,,"-12.931343799999999,-74.2550474",3.7,,"Pollería en el distrito de Chincho, Angaraes, Huancavelica, Perú"
ChIJNXtTCwB_EpER4UDoaMZLiyM,https://www.google.com/maps/place/?q=place_id:ChIJNXtTCwB_EpER4UDoaMZLiyM,POLLERIA CHIFA MAS LEÑA Y SABOR,Restaurante especializado en pollo,"VQ89+4V2, Ayacucho 05001",966 664 289,+51 966 664 289,,,"-13.1347489,-74.2303328",5,,"Pollería en el distrito de Chincho, Angaraes, Huancavelica, Perú"
ChIJA_gb8I8LDpERPwn7F9FCVj8,https://www.google.com/maps/place/?q=place_id:ChIJA_gb8I8LDpERPwn7F9FCVj8,"Cevichería ""El Mirador"" ceviches y criollos",Restaurante,"09000, Huancavelica 09000",,,,,"-12.788849299999999,-74.9805755",2.7,,"Cevichería en el distrito de Chincho, Angaraes, Huancavelica, Perú"
ChIJNyVPTSoLDpER-WtHDuk5Km4,https://www.google.com/maps/place/?q=place_id:ChIJNyVPTSoLDpER-WtHDuk5Km4,los delfines,Restaurante,"tras el parque san Sebastián- del cercado, Pasaje Miraflores s/n, Huancavelica 09001",973 982 924,+51 973 982 924,,,"-12.788060199999999,-74.9765419",3.6,,"Cevichería en el distrito de Chincho, Angaraes, Huancavelica, Perú"
ChIJfSDotlnxDZER_yO8ea5J1NQ,https://www.google.com/maps/place/?q=place_id:ChIJfSDotlnxDZER_yO8ea5J1NQ,Cevichería Ají limón norteño,Restaurante,"276H+5G2, Jiron Puno, Lircay 09406",924 098 557,+51 924 098 557,,,"-12.9896049,-74.72123739999999",5,,"Cevichería en el distrito de Chincho, Angaraes, Huancavelica, Perú"
ChIJFxBNEfMLDpERl-ko3_vqJl8,https://www.google.com/maps/place/?q=place_id:ChIJFxBNEfMLDpERl-ko3_vqJl8,Restorant Bar INTI KILLA,Restaurante,"Jr. Virrey Toledo 344, Huancavelica 09001",997 877 009,+51 997 877 009,,,"-12.7874219,-74.97451699999999",3.9,,"Cevichería en el distrito de Chincho, Angaraes, Huancavelica, Perú"
